name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,genre,YOUTUBE,spotify
Paperthin Hymn,Never Take Friendship Personal,Anberlin,6VSmHLLvYAAkzrYFT3LloU,1/1/2005,53,197480,0.298,0.00111,0.597,0,0.0819,0.536,-12.107,0.0343,180.434,5,4,Energetic,Indie,https://youtu.be/6-MaCNw7El4?si=T7w3jbBKQjozSMgz,https://open.spotify.com/track/6VSmHLLvYAAkzrYFT3LloU?si=d6a4c92724b64558
Parabel,Parabel,Matteo Myderwyk,4IrzpCIP60bro2wkBq5dIi,12/13/2019,22,133000,0.354,0.976,0.0214,0.903,0.0957,0.148,-32.492,0.0388,112.008,6,4,Calm,Jazz,https://youtu.be/ccXHCl8jH8c?si=7iMIfoVW3kGlCljT,https://open.spotify.com/track/0oUtojG55gfgfyCEUO2ADl?si=d2345b3d36bf4c44
Paradise,Mylo Xyloto,Coldplay,6nek1Nin9q48AVZcWs9e9D,10/24/2011,80,278719,0.449,0.0522,0.585,8.49E-05,0.0833,0.203,-6.762,0.0268,139.627,5,4,Happy,Jazz,https://youtu.be/EJJM43SunvE?si=bjt_G70mJzJjQYIB,https://open.spotify.com/track/6nek1Nin9q48AVZcWs9e9D?si=57cd3a1e02484b8e
Paralyzer,Them vs. You vs. Me,Finger Eleven,6k1njNBYUIQgWJLG4ed26y,3/6/2007,0,208106,0.646,0.159,0.938,0,0.235,0.888,-3.453,0.0448,106.029,11,4,Energetic,Dance,https://youtu.be/Hb9TVh1EGJE?si=NupeqxuoAV8_4g8D,https://open.spotify.com/track/28IEbk5a7twNTbUEvWslUb?si=4c9261cdca844cab
Pass The Hours,Pass The Hours,MorMor,4EVpdoFt3L6sAa4hivmWz9,12/7/2018,54,223440,0.778,0.179,0.639,0.000934,0.322,0.543,-5.985,0.0292,119.977,6,4,Sad,Metal,https://youtu.be/KHLfZ72SSEw?si=x1yx-7V-7N1fu9r1,https://open.spotify.com/track/1uLfBlfAwUV7SwBTK1ayTQ?si=9516a5bcff7e4014
Path to Serenity,Path to Serenity,Arya Shae,6FI69Qkt6C2yBTVLC8zq34,3/28/2020,54,214277,0.134,0.961,0.0601,0.869,0.109,0.0388,-19.866,0.0352,73.855,7,1,Calm,Dance,https://youtu.be/j-es7pOU4YM?si=SxsjPeCx2wJawrQR,https://open.spotify.com/track/6FI69Qkt6C2yBTVLC8zq34?si=b752be931d2743df
People Are Strange - Festival Mix,People Are Strange (Incl. Festival Mix),KAAZE,5b61rcrjF6JG7yq0RRaOLh,11/1/2019,51,195468,0.636,0.00222,0.912,0.0269,0.598,0.0765,-5.671,0.091,127.963,11,4,Energetic,Jazz,https://youtu.be/cY00fdk1jYg?si=2tHxkgw8DnZQyUo4,https://open.spotify.com/track/1PX3kAcJXHl377VMNJTTmZ?si=eeb135386d604d0b
People Help the People,Birdy (Deluxe Version),Birdy,6XRNCAnxJIB1p4RPdFVSq0,11/4/2011,58,256236,0.407,0.778,0.308,1.46E-05,0.092,0.153,-9.001,0.0296,73.254,10,3,Sad,Rock,https://youtu.be/OmLNs6zQIHo?si=l1P2Q7OaWMmwavvj,https://open.spotify.com/track/6XRNCAnxJIB1p4RPdFVSq0?si=70e11bec4f2744e1
Petrichor,Petrichor,Cecelya,22KKy6ftT0i4nyGNCbwc1B,1/29/2019,54,118321,0.319,0.937,0.122,0.905,0.167,0.214,-16.69,0.0373,70.263,4,4,Calm,Dance,https://youtu.be/zFlnmUhcOTs?si=ULzUgTBI8SKpmWsN,https://open.spotify.com/track/22KKy6ftT0i4nyGNCbwc1B?si=0ecba9b330b64121
"Piano Sonata No. 14 In C Sharp Minor, Op. 27-2 1st Mvt: Adagio Sostenuto",Beethoven Piano Sonatas,Ludwig van Beethoven,4QNjuUkLHj47tEXgA6TFc3,1/1/2010,30,372173,0.274,0.995,0.00332,0.909,0.175,0.17,-41.45,0.0424,67.765,1,1,Calm,Jazz,https://youtu.be/sbTVZMJ9Z2I?si=NvseddkGW0gug00K,https://open.spotify.com/track/630zE7N1xPxdK2Zz4S3rPA?si=7e9a911533dc4d6c
Pierre,Virgule,Hicham Chahidi,1qlVrqeX158nz91Z72lzaa,2018,35,182000,0.356,0.989,0.0499,0.943,0.135,0.153,-24.949,0.0407,67.11,11,4,Calm,R&B,https://youtu.be/WEX0I8HUySI?si=DAnp3fdhL7OFDqGf,https://open.spotify.com/track/1qlVrqeX158nz91Z72lzaa?si=a651c68e4a8c4cf4
Pink Rupture,Pink Rupture,Kornum & Karma,3L47u91Y7YIGPpLPBrulh0,4/27/2018,51,348907,0.736,0.00178,0.356,0.704,0.0925,0.525,-8.676,0.0405,118.002,4,4,Happy,Hip-Hop,https://youtu.be/lchGAmWg8sU?si=zFNxcn9nXlmPZ9M-,https://open.spotify.com/track/3L47u91Y7YIGPpLPBrulh0?si=6f6394fe47db42fa
Placidity,Placidity,Estado De Calma,1XtkmIXg2o5SqOrNI8Szvk,8/19/2019,50,165268,0.261,0.474,0.25,0.893,0.0882,0.0827,-18.526,0.0339,153.045,7,4,Calm,Punk,https://youtu.be/nbdJ05Xy0Uw?si=jtZyJ0p48aOF5smF,https://open.spotify.com/track/1XtkmIXg2o5SqOrNI8Szvk?si=58226a1ae7734fcc
Planet,PLANET,Sofiane Pamart,1gIZhNdfbkGJ2iyOZJmW9O,11/22/2019,0,151400,0.549,0.988,0.0604,0.869,0.111,0.113,-23.059,0.0332,113.98,6,3,Calm,Electronic,https://youtu.be/Ngy8JdAbwJ4?si=0zmUarbYcN7TXODG,https://open.spotify.com/album/3jo1XNxlYqBAX0a3IUvY38?si=17C_3TVzQKqPIdsGRUTBAQ
Play The Ghost,Play The Ghost,Sarah Davachi,0nL2bTth1UVQHWDDumMm3f,8/6/2020,31,301291,0.118,0.911,0.0567,0.879,0.106,0.0391,-19.274,0.0427,83.721,11,4,Sad,Jazz,https://youtu.be/9IgNSsWyxl4?si=O_NDI6L9gI-QlrKU,https://open.spotify.com/track/0xtJvcniZ7aQmKFOikkh84?si=67b54c74017e4609
Poem,Welcome,Taproot,7mQwxVogsnpR3h6AJLQLlR,9/30/2002,57,189200,0.364,0.000104,0.912,0.0025,0.086,0.666,-2.968,0.107,105.368,7,4,Energetic,R&B,https://youtu.be/9YGL3amPmyc?si=aXXwk79TpO-WTtkk,https://open.spotify.com/track/7mQwxVogsnpR3h6AJLQLlR?si=827053a8ff2f4537
Points of Authority,Hybrid Theory,Linkin Park,04mlpyRplis2yvf18EwaeN,10/24/2000,45,200240,0.512,0.03,0.97,0,0.0994,0.427,-3.886,0.212,94.952,8,4,Energetic,Pop,https://youtu.be/yoCD5wZEgo4?si=tqG6NTCqvxD31AxO,https://open.spotify.com/track/5egqKwgK5r5rvGD1LrtR7J?si=d188fbb424a740fc
Polyamorous,Breaking Benjamin: Digital Box Set,Breaking Benjamin,1OvDGGu8KDbchlJTlM48Mr,1/1/2009,37,176946,0.544,0.000132,0.895,0.107,0.147,0.875,-6.207,0.0522,98.128,1,4,Energetic,Metal,https://youtu.be/fmLupHWV8LU?si=3xq48Hic1OeQngss,https://open.spotify.com/track/1OvDGGu8KDbchlJTlM48Mr?si=91d94c010c394342
Pour Les Oiseaux,Des Plumes Dans La Tête,Sylvain Chauveau,4NFa9tjhONF6lnu4SRbfG9,2/21/2010,0,76773,0.376,0.965,0.0879,0.944,0.099,0.308,-19.815,0.0423,70.433,0,4,Calm,Punk,https://youtu.be/BKQ3JZWrZjM?si=VVELA5UOA9V7Q8ee,https://open.spotify.com/track/16VVal7diuS4a6ONTUXtmy?si=18e8c104197947f8
Prayer Of The Refugee,Endgame / Appeal To Reason / Siren Song Of The Counter Culture / The Sufferer & The Witness,Rise Against,3wTyLh0vhP3dN5yv0Mti17,1/1/2012,0,199386,0.198,0.00131,0.977,4.62E-05,0.23,0.351,-3.499,0.173,195.795,3,4,Energetic,Punk,https://youtu.be/9-SQGOYOjxs?si=k5JrwoXuGvh7ktUQ,https://open.spotify.com/track/4OSbctVD37ycS0H3rwRm72?si=5eb6764ff0e64574
Prelude,Prelude,Marynka,1QmdL4qnNkm8FDuseRMf21,5/22/2020,30,223500,0.306,0.996,0.0846,0.901,0.0909,0.118,-27.607,0.0535,164.732,1,4,Calm,Punk,https://youtu.be/JbGP_PtNX0A?si=GDLEKBstfgXlTcBa,https://open.spotify.com/track/3Bfig3cHsRDQy5n7Pscmfi?si=2e35f4dc4a8243f5
Prelude 6 - Pt. 1,Voices,Max Richter,2R7BzSG2pPB99uJbU3lLmK,7/31/2020,55,161266,0.134,0.992,0.0407,0.794,0.117,0.043,-31.537,0.0426,217.95,10,4,Calm,Classical,https://youtu.be/EFt6MnC8fRE?si=cH7_FGh7HBGKx8VO,https://open.spotify.com/track/6Lxc9yB6q1enfXgX28zL3Q?si=0b8eb26d1ea7426e
Prelude in F,Prelude in F,Alexander Motovilov,6CaQoqHFR0naK53v3jNGUT,8/7/2020,19,109000,0.461,0.968,0.272,0.946,0.113,0.533,-24.315,0.0363,122.731,8,3,Calm,Jazz,https://youtu.be/1GdOmrh7jRw?si=8kYmmO7aDSmhjAu7,https://open.spotify.com/track/6CaQoqHFR0naK53v3jNGUT?si=6fe07799a2184d5b
Presence,Presence,Van Stiles,02QoKc20zzH9A8mf25NfPq,9/20/2019,49,125500,0.616,0.966,0.292,0.927,0.0955,0.0633,-16.837,0.0423,127.008,2,1,Calm,Soul,https://youtu.be/8k81Z2YElzA?si=bXQnJDPxuKL0MyYQ,https://open.spotify.com/track/02QoKc20zzH9A8mf25NfPq?si=e80fa62189874691
Pressure,Pressure,Seth Hills,7f2d3p6nzGFR6874f0E7E7,12/20/2019,49,135585,0.708,0.00885,0.863,0.366,0.285,0.437,-4.001,0.0606,127.981,9,4,Energetic,Blues,https://youtu.be/w26kBU4rCtc?si=tCVGEclarDRh5jxk,https://open.spotify.com/track/7f2d3p6nzGFR6874f0E7E7?si=9ad50521874649bd
Promise,Horrorscope,Eve 6,5mqEL5pgnDCcWtTWpAofIV,2000,48,176506,0.62,0.00791,0.85,0,0.0769,0.715,-4.096,0.0327,107.982,9,4,Energetic,R&B,https://youtu.be/TGJtEWkC78A?si=bWlv8quuGDf7fHi9,https://open.spotify.com/track/5mqEL5pgnDCcWtTWpAofIV?si=0a9fc99d87e24516
Pumped Up Kicks,Torches,Foster The People,7w87IxuO7BDcJ3YUqCyMTT,5/23/2011,84,239600,0.733,0.145,0.71,0.115,0.0956,0.965,-5.849,0.0292,127.975,5,4,Happy,Country,https://youtu.be/k_aQYP8rsgE?si=IP7V2F5_MYcEDAPh,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT?si=4bebbdaefe7e4e8d
Quick Canal (W/ Laetita Sadier),Logos,Atlas Sound,2mJhNvt2dDCfcNn8IZg6sF,10/19/2009,42,518373,0.299,0.169,0.541,0.795,0.132,0.191,-10.641,0.0513,142.724,7,4,Sad,Folk,https://youtu.be/C79Q7MV4Fgo?si=Bw9GNiU8lg79NKfc,https://open.spotify.com/track/2mJhNvt2dDCfcNn8IZg6sF?si=468405b0ecdd4989
Quiet Room,Music For Mindfulness,Various Artists,5uTfZTuLLGbq1qFYwzg7jX,10/20/2017,0,156413,0.374,0.995,0.068,0.934,0.119,0.241,-21.842,0.0517,66.01,11,4,Calm,Hip-Hop,https://youtu.be/lFcSrYw-ARY?si=GkOxASWB_Y2UJXrY,https://open.spotify.com/playlist/4ysKKUZfFwzHE4CkwXLlhP?si=3678bf74c07b4678
"Quiet, The Winter Harbor",Still EP,Mazzy Star,1OArWxrw689jZXaJzSErbh,6/1/2018,37,255358,0.321,0.973,0.0792,0.104,0.0888,0.106,-17.737,0.0329,145.293,5,3,Sad,Jazz,https://youtu.be/NHrH_v2_rOw?si=iqmIRDLIkeqsTjY7,https://open.spotify.com/track/1OArWxrw689jZXaJzSErbh?si=dc7054dfc03243cb
Raven's Feather - Piano Solo,Raven's Feather (Piano Solo),Nina June,7sBlA4bK7gpf2H42K6Y0H3,12/20/2019,34,256259,0.594,0.988,0.0624,0.928,0.109,0.0738,-19.409,0.0472,123.999,10,4,Calm,Pop,https://youtu.be/mNzdnNJp7Jg?si=fKIz-t_oN1chAvOO,https://open.spotify.com/track/3UI2LvSL3S9s167YzgxPMy?si=2d21fb17679a4db1
Rayons de soleil,Rayons de soleil,Marlies du Mosch,13SBuUaDElB4vowkW6nQxk,8/7/2020,18,245200,0.315,0.987,0.102,0.954,0.104,0.169,-22.435,0.0423,63.679,11,5,Calm,Soul,https://youtu.be/Bl0bhs0AtS8?si=7ok-7xy6K9VDAqlE,https://open.spotify.com/track/13SBuUaDElB4vowkW6nQxk?si=18d6d70a131944bd
Reality,Reality EP,Chocolate Puma,3sqyZAk7dUY3U4ApoJcRzJ,10/22/2018,42,213750,0.651,0.000934,0.836,0.932,0.112,0.0741,-6.154,0.0588,127.986,6,4,Happy,Pop,https://youtu.be/wjipJEho3EU?si=SXUnhdc98iHUcaj7,https://open.spotify.com/track/3sqyZAk7dUY3U4ApoJcRzJ?si=08064ba1d66348f9
Rebuscano,Rebuscano,Olivia Belli,55VX26X342cWBM7akigws7,6/26/2020,37,173319,0.416,0.99,0.0322,0.929,0.101,0.0614,-29.145,0.0451,120.321,2,4,Calm,Classical,https://youtu.be/uw-eGYqc9FI?si=Zq43kwmX83sR1mcs,https://open.spotify.com/track/55VX26X342cWBM7akigws7?si=4d4b19821f8a4a8a
Recording 15,Living Water,Shannon Lay,1vNfYCzcCJz0FY7MVVA9lM,9/22/2017,60,242000,0.552,0.956,0.126,0.0153,0.109,0.439,-18.014,0.0306,92.441,11,4,Sad,Blues,https://youtu.be/CEjiYdQRSn4?si=lpPdQoZiaM74CrE-,https://open.spotify.com/track/6YKyA96vWcOmcW62bd4M5F?si=ccda4ecfe05d4661
Reinventing Your Exit,They're Only Chasing Safety,Underoath,591vJuuep0gfPhx9p8WPD5,1/1/2004,57,262573,0.45,0.000124,0.978,7.14E-06,0.361,0.268,-4.198,0.0637,155.014,9,4,Energetic,Electronic,https://youtu.be/fO1jWofeebM?si=7CNbJszaPOI8RkzO,https://open.spotify.com/track/591vJuuep0gfPhx9p8WPD5?si=9d3608d7c68d4c16
Remains,Remains,Dries Beheydt,288oxP29Qe5FikFIc1b1Gd,4/25/2020,32,228622,0.157,0.991,0.0755,0.897,0.184,0.119,-23.545,0.051,71.23,7,4,Calm,Pop,https://youtu.be/xoSvuddZNrM?si=pwpXQGntlrLQBaWb,https://open.spotify.com/track/288oxP29Qe5FikFIc1b1Gd?si=12fe3963e0ab4db1
Renee's Song,Renee's Song,Bazzi,13iMiwdY7pgE1f7NwYKr1D,4/1/2020,73,130545,0.593,0.794,0.229,0,0.167,0.42,-8.888,0.0307,117.823,9,4,Sad,Punk,https://youtu.be/qWL7btmDxt4?si=52uF7EZ648lqAFK2,https://open.spotify.com/track/13iMiwdY7pgE1f7NwYKr1D?si=d4ac083336e249b6
Renegades Of Funk,Renegades,Rage Against The Machine,5YBVDvTSSSiqv7KZDeUlXA,12/5/2000,66,274160,0.651,0.00184,0.908,0.000579,0.384,0.769,-4.019,0.0577,123.851,2,4,Energetic,Soul,https://youtu.be/GdTiZB0wjs0?si=YB8IhW8xoL2uLviX,https://open.spotify.com/track/5YBVDvTSSSiqv7KZDeUlXA?si=087652381994449f
Rescue Me,Rescue Me,DubVision,7DP18u679fMurjsUxuxMHu,6/14/2019,57,187382,0.494,0.069,0.739,0.000368,0.0664,0.235,-4.61,0.0427,128.007,6,4,Energetic,Punk,https://youtu.be/etsiwHtdu-0?si=AxkIndj4m0f4jgOq,https://open.spotify.com/track/7DP18u679fMurjsUxuxMHu?si=4db19ebdcb044d7e
Retrospectacular,Retrospectacular,Domaine Blanc,58Z8R4KZPbfTc6KVYZLwTb,6/1/2020,50,200000,0.368,0.81,0.293,0.864,0.11,0.197,-16.379,0.0346,119.977,9,4,Calm,Blues,https://youtu.be/SSxx2LVhGm8?si=CipMWrN9-WVvqXcH,https://open.spotify.com/track/58Z8R4KZPbfTc6KVYZLwTb?si=36deeae216bb45d3
Revitalize,Unification,Yonder Dale,1sPC2IR2UwzYUrItFRE1H3,5/22/2020,34,198545,0.597,0.95,0.327,0.96,0.0966,0.0399,-15.743,0.0342,109.99,9,4,Calm,Rock,https://youtu.be/rXGMEfax72Y?si=W-YvQ-jcH0ECo5J9,https://open.spotify.com/track/1sPC2IR2UwzYUrItFRE1H3?si=30721ddd4ddf4d81
Ring The Alarm - Stadiumx Remix,Ring The Alarm (Remixes),Nicky Romero,3LmiKN6q3OwFD3sV8rhkk2,4/19/2019,45,173333,0.625,0.00032,0.994,0.0461,0.767,0.35,-1.689,0.0501,125.032,1,4,Energetic,Pop,https://youtu.be/Eb7XVrJwP88?si=tuNKYP8NQGC7HO5r,https://open.spotify.com/track/3LmiKN6q3OwFD3sV8rhkk2?si=dbbff95edf3d4b39
Rise (ft. Matluck) - Thomas Gold Remix,Rise (ft. Matluck) [Thomas Gold Remix],Nicky Romero,24fghf9YPlSHoWKNHign8p,10/10/2018,0,225937,0.501,0.0071,0.784,0.000257,0.155,0.216,-4.292,0.0417,128.052,7,4,Energetic,Pop,https://youtu.be/Bog4mWRg3ds?si=pZj2NHlFIxVpg6gz,https://open.spotify.com/track/1a0epgBNaSl5njG8E8SGtX?si=3967794488c14803
River,Bones,St Woods,2mXnsGgq0K4qfcYmw0rccK,5/8/2020,42,276960,0.304,0.73,0.317,0.00519,0.118,0.0596,-10.52,0.0285,147.83,11,4,Sad,R&B,https://youtu.be/fC7N84jHUUk?si=W68D9QWJjJe8FfQx,https://open.spotify.com/track/2mXnsGgq0K4qfcYmw0rccK?si=cea4ebf6720744e0
Riverside,Philharmonics,Agnes Obel,1UmFRZU3taMGZApPhK32mc,10/4/2010,3,228546,0.648,0.985,0.177,0.000353,0.134,0.236,-13.474,0.0311,99.101,9,3,Sad,Metal,https://youtu.be/lS_lhJTA00Y?si=cj_X-hhRurz5_JKR,https://open.spotify.com/track/4vJ2nNBA6sxAUN5kLGPq3Q?si=8de9f44ad45f49d1
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,Elton John,3gdewACMIVMEWVbyb8O9sY,5/19/1972,82,281613,0.601,0.432,0.532,6.25E-06,0.0925,0.341,-9.119,0.0286,136.571,10,4,Happy,Metal,https://youtu.be/iPicSRPwogI?si=Wd5CYGpZZ441BEfv,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY?si=fc0cd02bb8624555
Romance,Ex:Re,Ex:Re,7Ky78y9gxAKlujRin3vzZf,11/30/2018,0,403469,0.716,0.884,0.644,0.617,0.138,0.464,-12.444,0.0718,121.053,9,4,Sad,Hip-Hop,https://youtu.be/HF_LDvB5zZw?si=j7vVl0B5HWoWdty1,https://open.spotify.com/track/6OekrDohNUa6lMUQ6UWy1l?si=deca42372f334833
Roses,Speakerboxxx/The Love Below,OutKast,6bUNEbXT7HovLW6BgPCBsb,2003,72,369573,0.751,0.0481,0.708,1.83E-05,0.107,0.509,-5.645,0.0545,108.97,0,4,Happy,Electronic,https://youtu.be/RWof0wCG0Mw?si=Ka5h6F6baCaPSHMR,https://open.spotify.com/track/6bUNEbXT7HovLW6BgPCBsb?si=7541576ec45740e4
Rusted From the Rain,Billy Talent III,Billy Talent,0tzWCL2uhb2xQDWgG259nU,9/22/2009,47,254613,0.431,0.000481,0.858,7.65E-06,0.385,0.616,-3.533,0.0306,174.979,7,4,Energetic,Electronic,https://youtu.be/1CK0jto-im0?si=ogK-owfkPcscmLq2,https://open.spotify.com/track/0tzWCL2uhb2xQDWgG259nU?si=5f766177aab24dce
Rylan,I Am Easy to Find,The National,18IyalmZGqUTwvZStMf7A1,5/17/2019,56,223853,0.609,0.403,0.789,0.0811,0.0446,0.717,-5.565,0.0468,144.047,11,4,Sad,Country,https://youtu.be/m_0CiipU2VE?si=fQ-DuAJoVMPwZGH2,https://open.spotify.com/track/6XxPXXqkE4lG7MVkpom6F8?si=6c70809c8d0d4406
Sad Corny Fuck,Hold It Together,JP Saxe,5YlHgqWo3Kt2mF88ubmR62,2/7/2020,55,220520,0.604,0.835,0.179,0,0.162,0.391,-15.383,0.0339,124.982,2,3,Sad,Classical,https://youtu.be/YY1Sqgq5_Z4?si=lNidXxr3VtHqkXEd,https://open.spotify.com/track/5YlHgqWo3Kt2mF88ubmR62?si=8032f3ea43494b86
Sadness,Red Moon,Marynka,2aoxz8c3bHyDrZBhTKnTXh,6/26/2020,33,453804,0.35,0.991,0.0706,0.931,0.1,0.0877,-24.271,0.0441,102.507,5,4,Calm,Pop,https://youtu.be/qAcWi7UGQic?si=XQOn0avOKUSsXCjC,https://open.spotify.com/track/6MP6TwUlh5TAWyg1JiC5d1?si=f42615b9f478418b
Sahara Love - Seven Lions Remix,Sahara Love,Above & Beyond,6KjTXwntv8paBCL3El9TnV,3/8/2019,52,322892,0.275,0.0418,0.659,4.15E-05,0.079,0.149,-5.631,0.039,144.908,6,4,Energetic,Soul,https://youtu.be/hM6hZjT30rg?si=hdKT4HajF8dSvC2z,https://open.spotify.com/track/6KjTXwntv8paBCL3El9TnV?si=b5eacc74e4424acc
Same Direction,The Reason,Hoobastank,7p5HBV5kqLgw0vK0lQ7eXM,1/1/2003,0,195293,0.401,0.00492,0.988,0,0.4,0.514,-3.308,0.0916,169.024,2,4,Energetic,Punk,https://youtu.be/c_UOL1-weMc?si=5g8t02D4iRyhYQ7Y,https://open.spotify.com/track/4yfJXAokD3j8HXoYASBfPX?si=fbded004f54542a6
Samson,Begin to Hope (Special Edition),Regina Spektor,2bbhyUWJ5VjdfI3P4PRLu2,6/13/2006,51,189335,0.49,0.862,0.193,9.74E-06,0.113,0.184,-9.544,0.0421,89.154,11,4,Sad,Classical,https://youtu.be/jynJpPi1P5Y?si=uL2rb3jpgYlRTmer,https://open.spotify.com/track/2bbhyUWJ5VjdfI3P4PRLu2?si=3b1e3709a5ce428d
Saving Daylight,Saving Daylight,Harvest Silence,0rDXZpaDpGMbT8ON1DxEtT,5/1/2020,52,206820,0.526,0.456,0.385,0.922,0.0935,0.212,-13.755,0.0296,120.008,0,4,Calm,R&B,https://youtu.be/FOdlVE8xxvU?si=28XXaylzdcyzDHQw,https://open.spotify.com/track/0rDXZpaDpGMbT8ON1DxEtT?si=0e1e2cf7a38948df
Savior,Appeal To Reason,Rise Against,3asFGFY3uLjMDmML1p0tYm,1/1/2008,70,242280,0.339,0.0015,0.931,0.000142,0.425,0.467,-3.425,0.062,112.548,5,4,Energetic,R&B,https://youtu.be/e8X3ACToii0?si=25QWu2DD2IsW9b3G,https://open.spotify.com/track/3asFGFY3uLjMDmML1p0tYm?si=15daf9c9e6534474
Say Days Ago,The Used,The Used,0fcGdkaMVaJtPuYLB6bXRx,6/25/2002,40,197866,0.362,0.00022,0.979,0,0.459,0.195,-4.262,0.205,89.431,4,4,Energetic,Jazz,https://youtu.be/FeJrEmS6OXk?si=3nddJkMJ33hM85b-,https://open.spotify.com/track/0fcGdkaMVaJtPuYLB6bXRx?si=a9b14181f54b4460
Schloss,Schloss,Elmau Dunkel,07EmFV0AOKNsbtNonzmMJj,5/24/2019,51,222093,0.438,0.968,0.073,0.755,0.0935,0.0668,-21.944,0.0411,79.973,1,4,Calm,Punk,https://youtu.be/DqBkyf0MljI?si=KxlFJpdr4JZuh-SW,https://open.spotify.com/album/2jC3UanKu2eDP00OoWu2Rz?si=QVCTJ0crSCCfRV85sFqcsw
Secrets,Secrets,Erik Frank,3PGYOWmCia5R4iLRnGHwyf,9/28/2018,57,215714,0.743,0.762,0.748,6.25E-05,0.0939,0.476,-4.822,0.0519,126.086,0,4,Energetic,Metal,https://youtu.be/nOYkqUBvdMg?si=0-D2iOUume3-nvDU,https://open.spotify.com/track/3PGYOWmCia5R4iLRnGHwyf?si=ff51ca1304d24b65
Send It,Send It,Steve Aoki,2GXOmuU3kApsq2TWqOU5Bm,10/4/2019,60,182671,0.646,0.0199,0.979,0.776,0.38,0.091,-5.312,0.101,124.066,4,4,Happy,Rock,https://youtu.be/DqO7IfTmcGk?si=XfGxXk_eswhst6bV,https://open.spotify.com/track/0CPb7AuJYTEFJkp2KEHufc?si=b3d65cd8002a4426
Send Me on My Way,Music From Party of Five,Various Artists,6hs3SDnbO3f6VQuPO4KBEb,11/12/1996,73,263333,0.5,0.114,0.681,4.01E-05,0.139,0.745,-9.556,0.0672,119.46,0,4,Happy,Pop,https://youtu.be/rwHv2XlIC_w?si=Wi9eerWou1dGcZFy,https://open.spotify.com/track/6hs3SDnbO3f6VQuPO4KBEb?si=041b0b2f14ac43ce
Seven Nation Army,Elephant,The White Stripes,3m6KkYKdnbffMpGd9Pm9FP,4/1/2003,7,231920,0.745,0.00666,0.466,0.35,0.272,0.303,-7.62,0.0864,123.889,4,4,Happy,R&B,https://youtu.be/0J2QdDbelmY?si=CVFcpMsz6hEInwjj,https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR?si=b388a93d723844ea
She Kind of Looks Like You,She Kind of Looks Like You,AFTRHOURS,6dZO9UMcM7c1YLDBpEHwED,7/21/2017,41,204241,0.9,0.632,0.255,3.91E-05,0.0953,0.483,-12.664,0.221,94.978,6,4,Sad,Metal,https://youtu.be/CXKMCFB5sUI?si=ANiyvPe2n-F12_dp,https://open.spotify.com/track/3eDHYZGUCS46g4ONTi9Y4k?si=9c3970d17aab4712
She Remembers (Piano Solo),She Remembers (Piano Solo),Pieter Savenberg,2UaXTR0Xv4SCDQ6wIlVNxC,7/30/2020,27,122537,0.619,0.996,0.0203,0.944,0.0812,0.337,-26.572,0.0369,135.86,6,4,Calm,Country,https://youtu.be/fhDRVMzmmqU?si=2ErOz0qFAeSpXwB3,https://open.spotify.com/track/2UaXTR0Xv4SCDQ6wIlVNxC?si=92d554d4836c4cc5
Shifts Of Light,Still Waters,Avery Young,0KN1zd8K3MTPQyix892mCf,10/30/2018,53,261613,0.455,0.931,0.216,0.921,0.0839,0.179,-20.107,0.0363,171.936,3,4,Calm,Folk,https://youtu.be/4bFIcCD1ru0?si=3lmucxz5c00OnLjt,https://open.spotify.com/track/5NumXK4fr2HD1lKwfZQo2t?si=d948682ad34b43fb
Shimmer,The Best of Fuel,Fuel,6DzbmjkVZpz1mrDobAoJI8,2005,57,213948,0.263,0.00192,0.784,0,0.15,0.385,-6.514,0.054,114.671,7,4,Energetic,Indie,https://youtu.be/20Rm_pPO4lY?si=NRm_n7FL_D29E8i7,https://open.spotify.com/track/6DzbmjkVZpz1mrDobAoJI8?si=4ad1aa52bd2b4fb8
Shine,Shine,Manse,6YbVddGFPcfOVJrxhUusbV,8/2/2019,54,163124,0.428,0.0259,0.873,2.64E-05,0.668,0.285,-3.499,0.0566,127.95,10,4,Happy,Country,https://youtu.be/hkhvR61JGx8?si=eUTYK21aG7PrClhK,https://open.spotify.com/track/6YbVddGFPcfOVJrxhUusbV?si=d393ae8d5bee4df3
Should Have Known Better,Carrie & Lowell,Sufjan Stevens,5I6y1KWmUoV5YCaIEcs1qs,3/31/2015,65,307697,0.571,0.979,0.172,0.275,0.124,0.297,-20.7,0.0318,90.972,7,4,Sad,Hip-Hop,https://youtu.be/9FX34TjJe-c?si=YxbwA32Noed1yMfh,https://open.spotify.com/track/3AyuigFWbuirWHvidbMz8O?si=5a95a72e731c4177
Should I Stay or Should I Go - Remastered,Hits Back,The Clash,3v8PlUFGQQDBIk1J86waCo,8/26/2013,68,188240,0.742,0.0838,0.844,0,0.418,0.85,-6.441,0.111,113.371,2,4,Happy,Dance,https://youtu.be/BN1WwnEDWAM?si=oLN_1-54g_DqLCGa,https://open.spotify.com/track/39shmbIHICJ2Wxnk1fPSdz?si=e6e874782b4144fd
